soc_now,current_hour,current_month,outside_temperature,charging_type,target_soc,load_score,charging_load,charging_fee,charging_speed,recommended_delay_hour
64,17,3,-4,완속,90,2,2330.8722627737225,7435.382352941177,4.638414975272287,3
79,18,9,33,급속,97,2,17997.080291970804,11109.414634146342,0.0,7
21,7,5,-6,급속,93,0,9891.970802919708,16625.809523809523,0.0,1
48,16,3,7,급속,89,2,21504.3795620438,11396.470588235294,0.0,5
71,18,7,27,완속,62,2,2701.284671532847,11538.945945945949,4.638414975272287,3
30,3,11,18,급속,63,0,1743.3576642335763,8935.75,0.0,0
78,15,1,5,급속,75,1,21822.481751824816,11311.535714285714,0.0,2
59,15,2,25,급속,75,1,21822.481751824816,11311.535714285714,0.0,2
10,21,4,33,급속,93,2,9896.496350364963,11003.153846153846,0.0,0
23,13,10,-8,완속,97,1,1061.036496350365,6093.153846153846,4.638414975272287,0
42,23,10,29,완속,98,0,1732.5766423357663,4524.6,4.638414975272287,0
66,19,8,-2,급속,95,2,15616.058394160584,13773.162162162162,0.0,5
17,1,3,-3,급속,92,0,2484.6715328467158,9582.666666666666,0.0,0
84,19,7,34,급속,77,2,15616.058394160584,13773.162162162162,0.0,7
64,1,4,30,급속,76,0,2484.6715328467158,9582.666666666666,0.0,0
89,2,6,15,급속,62,0,1900.14598540146,9863.0,0.0,0
81,16,9,37,완속,60,2,1889.412408759124,8598.652173913044,4.638414975272287,3
71,0,8,31,급속,79,0,3240.43795620438,7813.111111111111,0.0,2
63,4,12,19,완속,92,0,126.97080291970804,0.0,4.638414975272287,0
89,23,2,-7,완속,95,0,1732.5766423357663,4524.6,4.638414975272287,0
54,21,2,30,급속,69,2,9896.496350364963,11003.153846153846,0.0,3
24,8,2,20,급속,95,1,13693.722627737228,11117.287671232876,0.0,0
65,13,6,8,완속,85,1,1061.036496350365,6093.153846153846,4.638414975272287,0
65,23,1,4,완속,87,0,1732.5766423357663,4524.6,4.638414975272287,0
67,20,3,8,완속,78,2,2199.098540145985,11149.0,4.638414975272287,3
84,1,11,37,급속,73,0,2484.6715328467158,9582.666666666666,0.0,2
87,9,1,12,급속,85,1,16308.61313868613,13502.534246575342,0.0,2
71,12,1,29,급속,68,1,21800.729927007294,12676.586206896553,0.0,2
67,13,1,6,급속,75,1,21090.218978102188,12984.285714285714,0.0,2
85,18,1,22,완속,63,2,2701.284671532847,11538.945945945949,4.638414975272287,3
79,23,4,1,급속,74,0,4851.240875912409,5016.0,0.0,0
71,1,9,12,완속,91,0,531.7189781021898,0.0,4.638414975272287,0
27,2,3,-8,급속,89,0,1900.14598540146,9863.0,0.0,0
76,3,11,16,완속,99,0,177.32481751824818,0.0,4.638414975272287,0
15,2,11,1,완속,95,0,332.7554744525547,8723.0,4.638414975272287,0
15,21,8,21,완속,63,2,2069.4963503649637,6730.16,4.638414975272287,0
37,2,10,28,급속,85,0,1900.14598540146,9863.0,0.0,0
46,16,1,0,급속,97,2,21504.3795620438,11396.470588235294,0.0,5
30,9,12,37,급속,96,1,16308.61313868613,13502.534246575342,0.0,4
12,22,12,24,완속,93,0,1912.2262773722628,6773.142857142857,4.638414975272287,0
84,7,1,37,완속,80,0,392.536496350365,9388.360655737704,4.638414975272287,0
54,9,11,24,급속,90,1,16308.61313868613,13502.534246575342,0.0,2
86,6,4,31,완속,91,0,228.67518248175185,21824.5,4.638414975272287,1
23,22,7,32,완속,98,0,1912.2262773722628,6773.142857142857,4.638414975272287,0
53,21,9,19,완속,83,2,2069.4963503649637,6730.16,4.638414975272287,3
88,3,4,-10,급속,97,0,1743.3576642335763,8935.75,0.0,0
10,0,12,-5,급속,75,0,3240.43795620438,7813.111111111111,0.0,0
22,17,1,4,급속,96,2,20048.029197080294,10052.12,0.0,5
19,10,1,29,완속,74,1,865.3175182481751,6055.105263157895,4.638414975272287,0
23,16,2,34,급속,64,2,21504.3795620438,11396.470588235294,0.0,7
18,17,2,27,급속,61,2,20048.029197080294,10052.12,0.0,0
49,19,7,33,급속,89,2,15616.058394160584,13773.162162162162,0.0,7
14,4,3,-10,완속,81,0,126.97080291970804,0.0,4.638414975272287,0
82,15,12,12,완속,74,1,1583.302919708029,7393.829268292683,4.638414975272287,0
56,0,11,35,완속,83,0,680.1240875912408,6223.0,4.638414975272287,0
30,21,10,14,급속,94,2,9896.496350364963,11003.153846153846,0.0,3
32,20,2,6,완속,81,2,2199.098540145985,11149.0,4.638414975272287,3
21,23,12,6,급속,76,0,4851.240875912409,5016.0,0.0,0
87,18,3,1,급속,77,2,17997.080291970804,11109.414634146342,0.0,5
46,6,3,-6,완속,83,0,228.67518248175185,21824.5,4.638414975272287,1
22,3,4,-5,완속,65,0,177.32481751824818,0.0,4.638414975272287,0
79,6,11,-1,급속,65,0,7192.846715328467,9158.0,0.0,0
41,18,11,-1,완속,87,2,2701.284671532847,11538.945945945949,4.638414975272287,3
25,22,3,12,완속,73,0,1912.2262773722628,6773.142857142857,4.638414975272287,0
26,3,2,26,급속,89,0,1743.3576642335763,8935.75,0.0,0
60,19,10,22,완속,79,2,2503.956204379562,13791.07142857143,4.638414975272287,3
70,9,5,21,완속,87,1,764.0474452554745,6252.142857142857,4.638414975272287,0
39,5,11,14,급속,77,0,4160.14598540146,0.0,0.0,0
66,2,2,13,완속,89,0,332.7554744525547,8723.0,4.638414975272287,0
17,1,6,14,완속,88,0,531.7189781021898,0.0,4.638414975272287,0
18,23,6,11,급속,89,0,4851.240875912409,5016.0,0.0,0
29,13,9,20,급속,61,1,21090.218978102188,12984.285714285714,0.0,2
15,3,2,29,완속,87,0,177.32481751824818,0.0,4.638414975272287,0
31,1,9,-9,완속,99,0,531.7189781021898,0.0,4.638414975272287,0
27,13,8,17,완속,90,1,1061.036496350365,6093.153846153846,4.638414975272287,0
81,22,8,8,완속,73,0,1912.2262773722628,6773.142857142857,4.638414975272287,0
52,20,10,23,급속,77,2,12761.60583941606,13008.4375,0.0,3
26,6,8,25,완속,91,0,228.67518248175185,21824.5,4.638414975272287,1
87,0,12,13,완속,88,0,680.1240875912408,6223.0,4.638414975272287,0
35,14,1,-6,급속,84,1,21480.14598540146,11760.470588235294,0.0,2
60,21,4,11,급속,85,2,9896.496350364963,11003.153846153846,0.0,3
72,11,11,-1,완속,75,1,971.543795620438,3664.714285714286,4.638414975272287,0
66,22,1,-1,급속,79,0,7380.291970802919,14288.8,0.0,0
82,10,8,30,급속,85,1,17989.48905109489,10217.520547945203,0.0,2
39,7,1,31,완속,79,0,392.536496350365,9388.360655737704,4.638414975272287,0
10,7,3,-5,완속,96,0,392.536496350365,9388.360655737704,4.638414975272287,0
73,22,10,11,완속,65,0,1912.2262773722628,6773.142857142857,4.638414975272287,0
30,17,9,8,완속,61,2,2330.8722627737225,7435.382352941177,4.638414975272287,3
20,8,4,32,완속,92,1,656.007299270073,6261.8421052631575,4.638414975272287,0
67,12,10,-3,급속,72,1,21800.729927007294,12676.586206896553,0.0,2
57,0,5,4,완속,71,0,680.1240875912408,6223.0,4.638414975272287,0
16,8,11,15,완속,87,1,656.007299270073,6261.8421052631575,4.638414975272287,0
48,16,10,14,완속,63,2,1889.412408759124,8598.652173913044,4.638414975272287,3
71,10,5,36,급속,78,1,17989.48905109489,10217.520547945203,0.0,4
59,15,10,-8,급속,84,1,21822.481751824816,11311.535714285714,0.0,2
75,21,10,36,완속,87,2,2069.4963503649637,6730.16,4.638414975272287,3
23,3,10,-1,급속,84,0,1743.3576642335763,8935.75,0.0,0
50,22,1,-3,급속,72,0,7380.291970802919,14288.8,0.0,0
51,13,8,10,급속,84,1,21090.218978102188,12984.285714285714,0.0,2
73,15,1,-4,완속,62,1,1583.302919708029,7393.829268292683,4.638414975272287,0
78,11,6,-2,완속,91,1,971.543795620438,3664.714285714286,4.638414975272287,0
22,4,10,-8,급속,62,0,2609.0510948905107,4826.0,0.0,0
60,5,7,13,완속,75,0,135.63138686131387,6856.0,4.638414975272287,0
84,15,7,23,완속,85,1,1583.302919708029,7393.829268292683,4.638414975272287,0
46,4,2,10,완속,68,0,126.97080291970804,0.0,4.638414975272287,0
14,18,9,4,급속,61,2,17997.080291970804,11109.414634146342,0.0,0
36,5,3,21,급속,67,0,4160.14598540146,0.0,0.0,0
28,19,2,-5,급속,98,2,15616.058394160584,13773.162162162162,0.0,5
12,19,5,24,급속,88,2,15616.058394160584,13773.162162162162,0.0,0
46,23,11,1,급속,84,0,4851.240875912409,5016.0,0.0,0
44,19,7,24,급속,67,2,15616.058394160584,13773.162162162162,0.0,5
57,18,12,0,완속,87,2,2701.284671532847,11538.945945945949,4.638414975272287,3
65,0,4,9,급속,99,0,3240.43795620438,7813.111111111111,0.0,0
42,16,3,36,완속,65,2,1889.412408759124,8598.652173913044,4.638414975272287,3
35,4,11,28,급속,74,0,2609.0510948905107,4826.0,0.0,0
12,13,7,11,급속,92,1,21090.218978102188,12984.285714285714,0.0,0
37,23,7,-6,완속,84,0,1732.5766423357663,4524.6,4.638414975272287,0
43,22,1,33,급속,91,0,7380.291970802919,14288.8,0.0,2
25,13,3,0,급속,64,1,21090.218978102188,12984.285714285714,0.0,2
64,7,1,34,완속,73,0,392.536496350365,9388.360655737704,4.638414975272287,0
48,13,9,10,완속,75,1,1061.036496350365,6093.153846153846,4.638414975272287,0
69,16,7,19,완속,90,2,1889.412408759124,8598.652173913044,4.638414975272287,3
60,13,12,-8,급속,72,1,21090.218978102188,12984.285714285714,0.0,2
46,7,1,-4,완속,71,0,392.536496350365,9388.360655737704,4.638414975272287,0
15,10,4,-5,급속,95,1,17989.48905109489,10217.520547945203,0.0,0
52,1,2,21,완속,65,0,531.7189781021898,0.0,4.638414975272287,0
23,21,3,8,완속,76,2,2069.4963503649637,6730.16,4.638414975272287,3
35,22,2,31,완속,61,0,1912.2262773722628,6773.142857142857,4.638414975272287,0
75,23,6,32,급속,63,0,4851.240875912409,5016.0,0.0,2
44,6,3,30,완속,68,0,228.67518248175185,21824.5,4.638414975272287,1
65,6,8,17,급속,99,0,7192.846715328467,9158.0,0.0,0
43,21,10,28,완속,92,2,2069.4963503649637,6730.16,4.638414975272287,3
57,2,6,33,완속,63,0,332.7554744525547,8723.0,4.638414975272287,0
25,13,2,-10,급속,93,1,21090.218978102188,12984.285714285714,0.0,2
85,11,10,22,급속,69,1,20353.284671532845,7625.88679245283,0.0,2
77,10,1,17,급속,87,1,17989.48905109489,10217.520547945203,0.0,2
74,11,12,12,완속,78,1,971.543795620438,3664.714285714286,4.638414975272287,0
22,10,8,31,완속,87,1,865.3175182481751,6055.105263157895,4.638414975272287,0
22,19,3,1,완속,90,2,2503.956204379562,13791.07142857143,4.638414975272287,3
17,6,10,25,급속,93,0,7192.846715328467,9158.0,0.0,0
84,12,12,4,급속,65,1,21800.729927007294,12676.586206896553,0.0,2
52,14,9,4,급속,79,1,21480.14598540146,11760.470588235294,0.0,2
89,2,7,-4,완속,94,0,332.7554744525547,8723.0,4.638414975272287,0
43,15,1,29,급속,86,1,21822.481751824816,11311.535714285714,0.0,2
73,9,9,30,급속,76,1,16308.61313868613,13502.534246575342,0.0,2
62,1,9,13,완속,64,0,531.7189781021898,0.0,4.638414975272287,0
78,1,6,14,급속,81,0,2484.6715328467158,9582.666666666666,0.0,0
47,6,12,-4,완속,62,0,228.67518248175185,21824.5,4.638414975272287,1
84,16,5,28,급속,77,2,21504.3795620438,11396.470588235294,0.0,5
82,1,4,-5,완속,76,0,531.7189781021898,0.0,4.638414975272287,0
10,2,3,23,완속,97,0,332.7554744525547,8723.0,4.638414975272287,0
38,6,10,5,급속,64,0,7192.846715328467,9158.0,0.0,0
54,13,6,6,완속,79,1,1061.036496350365,6093.153846153846,4.638414975272287,0
73,20,10,29,급속,67,2,12761.60583941606,13008.4375,0.0,3
27,5,3,12,완속,85,0,135.63138686131387,6856.0,4.638414975272287,0
43,8,9,29,급속,80,1,13693.722627737228,11117.287671232876,0.0,0
68,12,8,-2,완속,94,1,990.9343065693432,4772.685714285714,4.638414975272287,0
34,8,12,10,급속,66,1,13693.722627737228,11117.287671232876,0.0,0
38,17,8,22,완속,90,2,2330.8722627737225,7435.382352941177,4.638414975272287,3
23,9,2,20,완속,91,1,764.0474452554745,6252.142857142857,4.638414975272287,0
75,16,2,33,완속,96,2,1889.412408759124,8598.652173913044,4.638414975272287,3
42,13,10,-2,급속,71,1,21090.218978102188,12984.285714285714,0.0,2
77,3,10,16,급속,67,0,1743.3576642335763,8935.75,0.0,0
82,4,9,-10,급속,79,0,2609.0510948905107,4826.0,0.0,0
86,4,5,34,완속,79,0,126.97080291970804,0.0,4.638414975272287,0
41,18,1,9,완속,80,2,2701.284671532847,11538.945945945949,4.638414975272287,3
88,10,3,-3,급속,92,1,17989.48905109489,10217.520547945203,0.0,2
17,19,2,37,완속,60,2,2503.956204379562,13791.07142857143,4.638414975272287,0
40,1,12,35,급속,91,0,2484.6715328467158,9582.666666666666,0.0,2
21,21,4,6,완속,66,2,2069.4963503649637,6730.16,4.638414975272287,3
63,23,4,31,급속,60,0,4851.240875912409,5016.0,0.0,2
33,4,1,5,완속,73,0,126.97080291970804,0.0,4.638414975272287,0
51,18,9,25,완속,91,2,2701.284671532847,11538.945945945949,4.638414975272287,3
88,5,6,34,완속,76,0,135.63138686131387,6856.0,4.638414975272287,0
33,10,11,20,완속,76,1,865.3175182481751,6055.105263157895,4.638414975272287,0
71,17,3,34,완속,97,2,2330.8722627737225,7435.382352941177,4.638414975272287,3
13,0,8,30,완속,83,0,680.1240875912408,6223.0,4.638414975272287,0
10,20,7,24,급속,89,2,12761.60583941606,13008.4375,0.0,0
84,22,12,2,완속,63,0,1912.2262773722628,6773.142857142857,4.638414975272287,0
78,1,11,5,급속,65,0,2484.6715328467158,9582.666666666666,0.0,0
33,9,3,9,완속,83,1,764.0474452554745,6252.142857142857,4.638414975272287,0
85,21,7,24,급속,86,2,9896.496350364963,11003.153846153846,0.0,3
77,8,4,32,급속,92,1,13693.722627737228,11117.287671232876,0.0,2
66,9,8,31,완속,73,1,764.0474452554745,6252.142857142857,4.638414975272287,0
84,20,7,20,급속,64,2,12761.60583941606,13008.4375,0.0,3
39,12,4,-4,완속,67,1,990.9343065693432,4772.685714285714,4.638414975272287,0
51,13,6,13,급속,95,1,21090.218978102188,12984.285714285714,0.0,2
89,7,5,9,완속,68,0,392.536496350365,9388.360655737704,4.638414975272287,0
85,21,4,7,완속,81,2,2069.4963503649637,6730.16,4.638414975272287,3
69,2,10,31,완속,82,0,332.7554744525547,8723.0,4.638414975272287,0
53,0,10,-10,완속,80,0,680.1240875912408,6223.0,4.638414975272287,0
78,17,8,-7,완속,64,2,2330.8722627737225,7435.382352941177,4.638414975272287,3
48,7,3,31,급속,90,0,9891.970802919708,16625.809523809523,0.0,3
34,7,10,6,급속,82,0,9891.970802919708,16625.809523809523,0.0,1
31,8,9,12,완속,82,1,656.007299270073,6261.8421052631575,4.638414975272287,0
45,0,11,21,완속,90,0,680.1240875912408,6223.0,4.638414975272287,0
29,0,7,2,급속,74,0,3240.43795620438,7813.111111111111,0.0,0
14,5,5,2,완속,83,0,135.63138686131387,6856.0,4.638414975272287,0
59,17,8,21,완속,70,2,2330.8722627737225,7435.382352941177,4.638414975272287,3
89,17,5,33,완속,97,2,2330.8722627737225,7435.382352941177,4.638414975272287,3
15,12,10,5,급속,92,1,21800.729927007294,12676.586206896553,0.0,0
73,21,3,35,급속,68,2,9896.496350364963,11003.153846153846,0.0,5
75,7,4,18,급속,79,0,9891.970802919708,16625.809523809523,0.0,1
87,9,10,21,완속,89,1,764.0474452554745,6252.142857142857,4.638414975272287,0
77,8,10,36,급속,76,1,13693.722627737228,11117.287671232876,0.0,2
31,13,1,-9,완속,69,1,1061.036496350365,6093.153846153846,4.638414975272287,0
62,19,4,12,완속,91,2,2503.956204379562,13791.07142857143,4.638414975272287,3
43,6,9,-2,완속,89,0,228.67518248175185,21824.5,4.638414975272287,1
32,20,7,-6,완속,63,2,2199.098540145985,11149.0,4.638414975272287,3
40,21,1,8,완속,80,2,2069.4963503649637,6730.16,4.638414975272287,3
41,22,6,-2,급속,60,0,7380.291970802919,14288.8,0.0,0
47,7,3,33,완속,77,0,392.536496350365,9388.360655737704,4.638414975272287,0
10,4,1,-8,완속,73,0,126.97080291970804,0.0,4.638414975272287,0
74,15,10,12,급속,90,1,21822.481751824816,11311.535714285714,0.0,2
64,8,11,15,완속,79,1,656.007299270073,6261.8421052631575,4.638414975272287,0
53,2,8,19,급속,90,0,1900.14598540146,9863.0,0.0,0
77,2,6,21,완속,91,0,332.7554744525547,8723.0,4.638414975272287,0
45,22,2,28,완속,65,0,1912.2262773722628,6773.142857142857,4.638414975272287,0
14,9,7,11,완속,83,1,764.0474452554745,6252.142857142857,4.638414975272287,0
25,5,8,10,완속,93,0,135.63138686131387,6856.0,4.638414975272287,0
42,10,6,31,완속,69,1,865.3175182481751,6055.105263157895,4.638414975272287,0
73,23,11,1,급속,94,0,4851.240875912409,5016.0,0.0,0
83,13,12,18,완속,83,1,1061.036496350365,6093.153846153846,4.638414975272287,0
41,15,12,6,완속,76,1,1583.302919708029,7393.829268292683,4.638414975272287,0
14,20,12,-10,완속,98,2,2199.098540145985,11149.0,4.638414975272287,0
75,19,3,14,완속,68,2,2503.956204379562,13791.07142857143,4.638414975272287,3
72,11,7,4,완속,77,1,971.543795620438,3664.714285714286,4.638414975272287,0
85,9,11,-5,완속,61,1,764.0474452554745,6252.142857142857,4.638414975272287,0
45,0,6,22,완속,89,0,680.1240875912408,6223.0,4.638414975272287,0
78,22,10,17,완속,77,0,1912.2262773722628,6773.142857142857,4.638414975272287,0
28,1,2,14,급속,81,0,2484.6715328467158,9582.666666666666,0.0,0
13,1,7,32,완속,80,0,531.7189781021898,0.0,4.638414975272287,0
38,18,6,5,급속,87,2,17997.080291970804,11109.414634146342,0.0,5
34,2,3,19,급속,89,0,1900.14598540146,9863.0,0.0,0
75,0,11,29,급속,96,0,3240.43795620438,7813.111111111111,0.0,0
74,21,11,19,급속,66,2,9896.496350364963,11003.153846153846,0.0,3
29,0,8,22,완속,91,0,680.1240875912408,6223.0,4.638414975272287,0
34,6,10,17,급속,68,0,7192.846715328467,9158.0,0.0,0
14,22,11,27,급속,68,0,7380.291970802919,14288.8,0.0,0
60,8,3,1,완속,81,1,656.007299270073,6261.8421052631575,4.638414975272287,0
27,22,9,3,완속,60,0,1912.2262773722628,6773.142857142857,4.638414975272287,0
88,8,6,2,완속,64,1,656.007299270073,6261.8421052631575,4.638414975272287,0
89,3,4,-2,완속,62,0,177.32481751824818,0.0,4.638414975272287,0
63,4,3,-9,급속,91,0,2609.0510948905107,4826.0,0.0,0
38,1,3,3,완속,93,0,531.7189781021898,0.0,4.638414975272287,0
30,1,2,13,완속,67,0,531.7189781021898,0.0,4.638414975272287,0
80,2,12,16,완속,92,0,332.7554744525547,8723.0,4.638414975272287,0
28,23,8,6,완속,70,0,1732.5766423357663,4524.6,4.638414975272287,0
41,11,4,31,급속,93,1,20353.284671532845,7625.88679245283,0.0,4
57,0,2,5,완속,70,0,680.1240875912408,6223.0,4.638414975272287,0
37,1,4,1,급속,94,0,2484.6715328467158,9582.666666666666,0.0,0
64,0,10,34,급속,60,0,3240.43795620438,7813.111111111111,0.0,2
31,16,10,36,급속,93,2,21504.3795620438,11396.470588235294,0.0,7
21,14,7,14,급속,86,1,21480.14598540146,11760.470588235294,0.0,2
50,22,9,-5,급속,77,0,7380.291970802919,14288.8,0.0,0
14,6,8,32,급속,90,0,7192.846715328467,9158.0,0.0,0
41,12,5,35,급속,78,1,21800.729927007294,12676.586206896553,0.0,4
24,23,5,23,급속,78,0,4851.240875912409,5016.0,0.0,0
18,3,1,9,완속,88,0,177.32481751824818,0.0,4.638414975272287,0
13,23,5,17,완속,91,0,1732.5766423357663,4524.6,4.638414975272287,0
88,22,1,4,완속,88,0,1912.2262773722628,6773.142857142857,4.638414975272287,0
88,18,3,-3,완속,60,2,2701.284671532847,11538.945945945949,4.638414975272287,3
56,2,10,-8,완속,85,0,332.7554744525547,8723.0,4.638414975272287,0
62,14,4,32,급속,63,1,21480.14598540146,11760.470588235294,0.0,4
61,11,9,0,급속,92,1,20353.284671532845,7625.88679245283,0.0,2
10,1,4,19,급속,79,0,2484.6715328467158,9582.666666666666,0.0,0
23,22,1,35,완속,99,0,1912.2262773722628,6773.142857142857,4.638414975272287,0
65,15,3,25,급속,83,1,21822.481751824816,11311.535714285714,0.0,2
86,6,6,11,완속,82,0,228.67518248175185,21824.5,4.638414975272287,1
34,1,8,16,완속,89,0,531.7189781021898,0.0,4.638414975272287,0
56,3,9,-8,완속,73,0,177.32481751824818,0.0,4.638414975272287,0
59,10,6,19,급속,98,1,17989.48905109489,10217.520547945203,0.0,2
35,2,11,21,급속,93,0,1900.14598540146,9863.0,0.0,0
38,6,11,8,완속,66,0,228.67518248175185,21824.5,4.638414975272287,1
66,23,8,33,급속,93,0,4851.240875912409,5016.0,0.0,2
78,6,3,3,완속,74,0,228.67518248175185,21824.5,4.638414975272287,1
80,21,9,25,급속,64,2,9896.496350364963,11003.153846153846,0.0,3
79,12,1,12,급속,83,1,21800.729927007294,12676.586206896553,0.0,2
80,18,2,29,완속,69,2,2701.284671532847,11538.945945945949,4.638414975272287,3
82,15,7,34,완속,84,1,1583.302919708029,7393.829268292683,4.638414975272287,0
41,9,9,30,급속,61,1,16308.61313868613,13502.534246575342,0.0,2
20,12,4,-10,급속,63,1,21800.729927007294,12676.586206896553,0.0,2
82,1,12,25,급속,97,0,2484.6715328467158,9582.666666666666,0.0,0
13,17,8,-10,급속,66,2,20048.029197080294,10052.12,0.0,0
26,0,8,7,급속,81,0,3240.43795620438,7813.111111111111,0.0,0
64,14,8,2,급속,96,1,21480.14598540146,11760.470588235294,0.0,2
64,3,6,17,급속,98,0,1743.3576642335763,8935.75,0.0,0
60,13,2,16,완속,65,1,1061.036496350365,6093.153846153846,4.638414975272287,0
61,1,1,33,완속,88,0,531.7189781021898,0.0,4.638414975272287,0
16,14,7,23,완속,61,1,1269.0182481751824,5797.65625,4.638414975272287,0
45,17,9,12,급속,81,2,20048.029197080294,10052.12,0.0,5
23,11,10,10,급속,81,1,20353.284671532845,7625.88679245283,0.0,2
12,20,9,-5,급속,99,2,12761.60583941606,13008.4375,0.0,0
51,20,9,6,급속,97,2,12761.60583941606,13008.4375,0.0,3
79,6,8,14,급속,89,0,7192.846715328467,9158.0,0.0,0
80,11,5,17,완속,73,1,971.543795620438,3664.714285714286,4.638414975272287,0
45,0,1,16,급속,79,0,3240.43795620438,7813.111111111111,0.0,0
87,14,2,2,급속,98,1,21480.14598540146,11760.470588235294,0.0,2
